Economy,Year,Rank,Overall DTF,Starting a business-Rank,Starting a business-DTF,Starting a Business - Procedure – Men (number),Starting a Business - Time – Men (days),Starting a Business - Cost – Men (% of income per capita),Starting a Business - Procedure – Women (number),Starting a Business - Time – Women (days),Starting a Business - Cost – Women (% of income per capita),Starting a Business - Paid-in min. capital (% of income per capita)
San Marino,DB2015, ,62.67, ,79.53,7.0,35.0,9.0,7.0,35.0,9.0,29.5
San Marino,DB2014, ,63.00, ,76.91,8.0,40.0,8.7,8.0,40.0,8.7,28.5
San Marino,DB2013, ,63.81, ,77.10,8.0,40.0,8.2,8.0,40.0,8.2,26.6
São Tomé and Príncipe,DB2017,162,46.75,35,92.56,4.0,5.0,15.2,4.0,5.0,15.2,0.0
São Tomé and Príncipe,DB2016,160,46.67,36,92.37,4.0,5.0,16.7,4.0,5.0,16.7,0.0
São Tomé and Príncipe,DB2015, ,45.39, ,92.27,4.0,5.0,17.5,4.0,5.0,17.5,0.0
São Tomé and Príncipe,DB2014, ,48.39, ,72.75,5.0,6.0,19.3,5.0,6.0,19.3,281.2
São Tomé and Príncipe,DB2013, ,48.02, ,72.17,5.0,7.0,19.6,5.0,7.0,19.6,285.8
São Tomé and Príncipe,DB2012, ,47.92, ,67.93,5.0,10.0,22.4,5.0,10.0,22.4,336.0
São Tomé and Príncipe,DB2011, ,41.36, ,28.00,10.0,144.0,77.3,10.0,144.0,77.3,385.7
São Tomé and Príncipe,DB2010, ,43.02, ,51.56,10.0,144.0,81.7,10.0,144.0,81.7,0.0
São Tomé and Príncipe,DB2009, , , ,50.66,10.0,144.0,88.9,10.0,144.0,88.9,0.0
São Tomé and Príncipe,DB2008, , , ,49.95,10.0,144.0,94.5,10.0,144.0,94.5,0.0
São Tomé and Príncipe,DB2007, , , ,43.37,10.0,144.0,147.2,10.0,144.0,147.2,0.0
São Tomé and Príncipe,DB2006, , , ,42.64,10.0,144.0,153.0,10.0,144.0,153.0,0.0
Saudi Arabia,DB2017,94,61.11,147,77.09,12.0,15.0,4.1,15.0,18.0,4.1,0.0
Saudi Arabia,DB2016,96,60.33,146,76.07,12.0,19.0,4.1,15.0,22.0,4.1,0.0
Saudi Arabia,DB2015, ,62.25, ,75.71,12.0,20.5,4.0,15.0,23.5,4.0,0.0
Saudi Arabia,DB2014, ,69.54, ,75.59,12.0,20.5,5.0,15.0,23.5,5.0,0.0
Saudi Arabia,DB2013, ,69.95, ,75.70,12.0,20.0,5.1,15.0,23.0,5.1,0.0
Saudi Arabia,DB2012, ,69.00, ,74.79,12.0,23.0,6.4,15.0,26.0,6.4,0.0
Saudi Arabia,DB2011, ,69.55, ,74.66,12.0,23.0,7.4,15.0,26.0,7.4,0.0
Saudi Arabia,DB2010, ,67.91, ,74.87,12.0,23.0,5.8,15.0,26.0,5.8,0.0
Saudi Arabia,DB2009, , , ,75.13,11.0,23.0,15.4,14.0,26.0,15.4,0.0
Saudi Arabia,DB2008, , , ,73.62,11.0,23.0,27.5,14.0,26.0,27.5,0.0
Saudi Arabia,DB2007, , , ,30.75,17.0,45.0,67.4,20.0,48.0,67.4,998.3
Saudi Arabia,DB2006, , , ,24.36,17.0,70.0,68.3,20.0,73.0,68.3,1230.2
Senegal,DB2017,147,50.68,90,86.07,4.0,6.0,62.7,4.0,6.0,62.7,4.7
Senegal,DB2016,146,49.95,82,85.99,4.0,6.0,63.4,4.0,6.0,63.4,4.8
Senegal,DB2015, ,46.04, ,85.04,4.0,6.0,63.8,4.0,6.0,63.8,19.0
Senegal,DB2014, ,44.07, ,74.16,4.0,6.0,64.3,4.0,6.0,64.3,192.1
Senegal,DB2013, ,43.87, ,74.14,4.0,6.0,64.4,4.0,6.0,64.4,192.3
Senegal,DB2012, ,43.53, ,73.02,4.0,6.0,68.0,4.0,6.0,68.0,203.0
Senegal,DB2011, ,41.68, ,71.28,5.0,9.0,63.1,5.0,9.0,63.1,205.1
Senegal,DB2010, ,41.49, ,71.09,5.0,9.0,63.7,5.0,9.0,63.7,206.9
Senegal,DB2009, , , ,68.14,5.0,9.0,72.7,5.0,9.0,72.7,236.2
Senegal,DB2008, , , ,41.53,11.0,58.0,107.0,11.0,58.0,107.0,255.0
Senegal,DB2007, , , ,40.17,11.0,57.0,112.6,11.0,57.0,112.6,269.6
Senegal,DB2006, , , ,41.23,11.0,57.0,108.7,11.0,57.0,108.7,260.4
Serbia,DB2017,47,72.29,47,91.67,5.0,7.0,6.5,5.0,7.0,6.5,0.0
Serbia,DB2016,54,69.58,62,88.94,6.0,12.0,6.6,6.0,12.0,6.6,0.0
Serbia,DB2015, ,65.95, ,88.91,6.0,12.0,6.8,6.0,12.0,6.8,0.0
Serbia,DB2014, ,60.60, ,88.86,6.0,12.0,7.2,6.0,12.0,7.2,0.0
Serbia,DB2013, ,60.59, ,88.80,6.0,12.0,7.7,6.0,12.0,7.7,0.0
Serbia,DB2012, ,59.69, ,86.69,7.0,13.0,7.8,7.0,13.0,7.8,6.0
Serbia,DB2011, ,58.39, ,86.67,7.0,13.0,7.9,7.0,13.0,7.9,6.0
Serbia,DB2010, ,57.67, ,87.15,7.0,13.0,7.1,7.0,13.0,7.1,0.1
Serbia,DB2009, , , ,78.26,11.0,23.0,7.6,11.0,23.0,7.6,6.9
Serbia,DB2008, , , ,78.03,11.0,23.0,8.9,11.0,23.0,8.9,8.0
Serbia,DB2007, , , ,77.89,11.0,23.0,10.2,11.0,23.0,10.2,7.6
Serbia,DB2006, , , ,77.67,11.0,23.0,12.0,11.0,23.0,12.0,7.6
Seychelles,DB2017,93,61.21,137,78.64,9.0,32.0,13.4,9.0,32.0,13.4,0.0
Seychelles,DB2016,93,61.00,129,78.55,9.0,32.0,14.2,9.0,32.0,14.2,0.0
Seychelles,DB2015, ,57.98, ,78.42,9.0,32.0,15.2,9.0,32.0,15.2,0.0
Seychelles,DB2014, ,63.27, ,78.32,9.0,32.0,16.0,9.0,32.0,16.0,0.0
Seychelles,DB2013, ,62.87, ,76.87,10.0,33.0,13.8,10.0,33.0,13.8,0.0
Seychelles,DB2012, ,62.88, ,76.68,10.0,33.0,15.4,10.0,33.0,15.4,0.0
Seychelles,DB2011, ,62.30, ,76.50,10.0,33.0,16.8,10.0,33.0,16.8,0.0
Seychelles,DB2010, ,62.24, ,76.20,10.0,33.0,19.2,10.0,33.0,19.2,0.0
Seychelles,DB2009, , , ,75.24,10.0,33.0,26.8,10.0,33.0,26.8,0.0
Seychelles,DB2008, , , ,74.89,10.0,33.0,29.7,10.0,33.0,29.7,0.0
Seychelles,DB2007, , , ,74.58,10.0,33.0,32.2,10.0,33.0,32.2,0.0
Seychelles,DB2006, , , ,74.63,10.0,33.0,31.7,10.0,33.0,31.7,0.0
Sierra Leone,DB2017,148,50.23,87,86.48,6.0,10.0,30.3,6.0,10.0,30.3,0.0
Sierra Leone,DB2016,145,50.14,99,84.73,6.0,10.0,44.2,6.0,10.0,44.2,0.0
Sierra Leone,DB2015, ,49.39, ,84.53,6.0,12.0,37.9,6.0,12.0,37.9,7.8
Sierra Leone,DB2014, ,53.66, ,83.68,6.0,12.0,44.1,6.0,12.0,44.1,9.1
Sierra Leone,DB2013, ,49.16, ,78.67,6.0,12.0,80.4,6.0,12.0,80.4,16.5
Sierra Leone,DB2012, ,48.35, ,76.89,6.0,12.0,93.3,6.0,12.0,93.3,19.2
Sierra Leone,DB2011, ,44.25, ,74.50,6.0,12.0,110.7,6.0,12.0,110.7,22.7
Sierra Leone,DB2010, ,39.80, ,73.38,6.0,12.0,118.8,6.0,12.0,118.8,24.4
Sierra Leone,DB2009, , , ,68.40,6.0,17.0,145.8,6.0,17.0,145.8,29.9
Sierra Leone,DB2008, , , ,56.10,8.0,26.0,1180.7,8.0,26.0,1180.7,35.2
Sierra Leone,DB2007, , , ,55.80,8.0,26.0,1314.6,8.0,26.0,1314.6,40.1
Sierra Leone,DB2006, , , ,55.22,8.0,26.0,983.4,8.0,26.0,983.4,49.3
Singapore,DB2017,2,85.05,6,96.49,3.0,2.5,0.6,3.0,2.5,0.6,0.0
Singapore,DB2016,3,84.50,7,96.49,3.0,2.5,0.6,3.0,2.5,0.6,0.0
Singapore,DB2015, ,85.08, ,96.48,3.0,2.5,0.6,3.0,2.5,0.6,0.0
Singapore,DB2014, ,91.24, ,96.48,3.0,2.5,0.6,3.0,2.5,0.6,0.0
Singapore,DB2013, ,90.38, ,96.48,3.0,2.5,0.6,3.0,2.5,0.6,0.0
Singapore,DB2012, ,90.41, ,96.47,3.0,2.5,0.7,3.0,2.5,0.7,0.0
Singapore,DB2011, ,90.40, ,96.46,3.0,2.5,0.7,3.0,2.5,0.7,0.0
Singapore,DB2010, ,89.77, ,96.46,3.0,2.5,0.7,3.0,2.5,0.7,0.0
Singapore,DB2009, , , ,94.73,4.0,3.5,0.9,4.0,3.5,0.9,0.0
Singapore,DB2008, , , ,92.89,5.0,5.0,0.8,5.0,5.0,0.8,0.0
Singapore,DB2007, , , ,91.16,6.0,6.0,0.8,6.0,6.0,0.8,0.0
Singapore,DB2006, , , ,91.15,6.0,6.0,0.9,6.0,6.0,0.9,0.0
Slovak Republic,DB2017,33,75.61,68,88.62,6.0,11.5,1.2,6.0,11.5,1.2,17.8
Slovak Republic,DB2016,30,75.44,64,88.54,6.0,11.5,1.5,6.0,11.5,1.5,18.5
Slovak Republic,DB2015, ,74.21, ,87.02,7.0,11.5,1.5,7.0,11.5,1.5,19.2
Slovak Republic,DB2014, ,71.03, ,85.25,7.0,18.5,1.5,7.0,18.5,1.5,19.3
Slovak Republic,DB2013, ,71.03, ,87.83,6.0,13.5,1.8,6.0,13.5,1.8,21.3
Slovak Republic,DB2012, ,69.98, ,86.85,6.0,17.5,1.8,6.0,17.5,1.8,20.9
Slovak Republic,DB2011, ,69.97, ,86.75,6.0,17.5,1.9,6.0,17.5,1.9,22.2
Slovak Republic,DB2010, ,68.73, ,86.63,6.0,17.5,2.0,6.0,17.5,2.0,23.8
Slovak Republic,DB2009, , , ,86.06,6.0,17.5,3.3,6.0,17.5,3.3,30.4
Slovak Republic,DB2008, , , ,78.92,9.0,27.0,4.2,9.0,27.0,4.2,34.1
Slovak Republic,DB2007, , , ,78.53,9.0,27.0,4.8,9.0,27.0,4.8,39.1
Slovak Republic,DB2006, , , ,78.38,9.0,27.0,5.0,9.0,27.0,5.0,41.0
Slovenia,DB2017,30,76.14,49,91.42,4.0,7.0,0.0,4.0,7.0,0.0,40.6
Slovenia,DB2016,30,75.44,45,91.22,4.0,7.5,0.0,4.0,7.5,0.0,41.8
Slovenia,DB2015, ,73.23, ,91.08,4.0,7.5,0.0,4.0,7.5,0.0,44.1
Slovenia,DB2014, ,70.15, ,91.07,4.0,7.5,0.0,4.0,7.5,0.0,44.1
Slovenia,DB2013, ,69.48, ,91.08,4.0,7.5,0.0,4.0,7.5,0.0,43.9
Slovenia,DB2012, ,67.48, ,91.10,4.0,7.5,0.0,4.0,7.5,0.0,43.6
Slovenia,DB2011, ,65.67, ,91.02,4.0,7.5,0.0,4.0,7.5,0.0,45.0
Slovenia,DB2010, ,62.75, ,89.40,5.0,8.5,0.0,5.0,8.5,0.0,43.3
Slovenia,DB2009, , , ,83.21,7.0,20.5,0.1,7.0,20.5,0.1,46.8
Slovenia,DB2008, , , ,65.79,11.0,61.5,8.5,11.0,61.5,8.5,49.8
Slovenia,DB2007, , , ,65.41,11.0,61.5,9.4,11.0,61.5,9.4,54.0
Slovenia,DB2006, , , ,67.40,11.0,61.5,12.0,11.0,61.5,12.0,17.0
Solomon Islands,DB2017,104,59.17,97,85.48,7.0,9.0,28.5,7.0,9.0,28.5,0.0
Solomon Islands,DB2016,105,58.79,91,85.11,7.0,9.0,31.4,7.0,9.0,31.4,0.0
Solomon Islands,DB2015, ,58.16, ,84.60,7.0,9.0,35.5,7.0,9.0,35.5,0.0
Solomon Islands,DB2014, ,61.83, ,83.11,7.0,9.0,47.5,7.0,9.0,47.5,0.0
Solomon Islands,DB2013, ,62.07, ,83.55,7.0,7.0,47.9,7.0,7.0,47.9,0.0
Solomon Islands,DB2012, ,60.91, ,74.19,7.0,41.0,54.5,7.0,41.0,54.5,0.0
Solomon Islands,DB2011, ,59.53, ,67.67,7.0,55.0,78.5,7.0,55.0,78.5,0.0
Solomon Islands,DB2010, ,55.04, ,68.71,7.0,55.0,70.1,7.0,55.0,70.1,0.0
Solomon Islands,DB2009, , , ,65.80,7.0,55.0,93.5,7.0,55.0,93.5,0.0
Solomon Islands,DB2008, , , ,64.76,7.0,55.0,101.8,7.0,55.0,101.8,0.0
Solomon Islands,DB2007, , , ,62.83,7.0,55.0,117.2,7.0,55.0,117.2,0.0
Solomon Islands,DB2006, , , ,60.54,7.0,55.0,135.5,7.0,55.0,135.5,0.0
Somalia,DB2017,190,20.29,184,48.71,9.0,70.0,176.5,9.0,70.0,176.5,0.0
Somalia,DB2016,190,20.24,183,48.27,9.0,70.0,180.0,9.0,70.0,180.0,0.0
South Africa,DB2017,74,65.20,131,80.47,7.0,43.0,0.2,7.0,43.0,0.2,0.0
South Africa,DB2016,72,65.29,125,79.71,7.0,46.0,0.3,7.0,46.0,0.3,0.0
South Africa,DB2015, ,63.97, ,79.71,7.0,46.0,0.3,7.0,46.0,0.3,0.0
South Africa,DB2014, ,70.05, ,81.43,6.0,45.0,0.3,6.0,45.0,0.3,0.0
South Africa,DB2013, ,69.78, ,81.43,6.0,45.0,0.3,6.0,45.0,0.3,0.0
South Africa,DB2012, ,68.77, ,81.42,6.0,45.0,0.3,6.0,45.0,0.3,0.0
South Africa,DB2011, ,67.91, ,80.72,6.0,45.0,6.0,6.0,45.0,6.0,0.0
South Africa,DB2010, ,67.53, ,80.73,6.0,45.0,5.9,6.0,45.0,5.9,0.0
South Africa,DB2009, , , ,80.72,6.0,45.0,6.0,6.0,45.0,6.0,0.0
South Africa,DB2008, , , ,75.62,8.0,53.0,7.1,8.0,53.0,7.1,0.0
South Africa,DB2007, , , ,74.19,9.0,53.0,6.9,9.0,53.0,6.9,0.0
South Africa,DB2006, , , ,73.97,9.0,53.0,8.6,9.0,53.0,8.6,0.0
South Sudan,DB2017,186,33.48,181,53.96,13.0,14.0,422.4,13.0,14.0,422.4,0.0
South Sudan,DB2016,187,33.48,180,53.96,13.0,14.0,330.1,13.0,14.0,330.1,0.0
South Sudan,DB2015, ,35.96, ,53.96,13.0,14.0,242.4,13.0,14.0,242.4,0.0
South Sudan,DB2014, ,34.07, ,53.96,13.0,14.0,372.1,13.0,14.0,372.1,0.0
South Sudan,DB2013, ,36.58, ,54.92,13.0,14.0,192.3,13.0,14.0,192.3,0.0
Spain,DB2017,32,75.73,85,86.61,7.0,13.0,5.0,7.0,13.0,5.0,12.9
Spain,DB2016,33,75.02,79,86.30,7.0,14.0,5.2,7.0,14.0,5.2,13.4
Spain,DB2015, ,73.61, ,86.26,7.0,14.0,5.3,7.0,14.0,5.3,13.8
Spain,DB2014, ,69.50, ,77.93,11.0,24.0,5.0,11.0,24.0,5.0,13.4
Spain,DB2013, ,70.19, ,76.43,11.0,30.0,5.0,11.0,30.0,5.0,13.2
Spain,DB2012, ,70.13, ,78.19,10.0,29.0,4.7,10.0,29.0,4.7,13.2
Spain,DB2011, ,68.22, ,71.09,10.0,52.0,15.1,10.0,52.0,15.1,13.5
Spain,DB2010, ,68.18, ,68.88,10.0,61.0,15.0,10.0,61.0,15.0,12.8
Spain,DB2009, , , ,68.88,10.0,61.0,14.9,10.0,61.0,14.9,13.1
Spain,DB2008, , , ,69.08,10.0,60.0,15.1,10.0,60.0,15.1,13.7
Spain,DB2007, , , ,68.87,10.0,60.0,16.2,10.0,60.0,16.2,14.6
Spain,DB2006, , , ,66.26,10.0,70.0,16.5,10.0,70.0,16.5,15.7
Sri Lanka,DB2017,110,58.79,74,87.52,7.0,9.0,12.2,7.0,9.0,12.2,0.0
Sri Lanka,DB2016,109,58.14,95,84.98,8.0,10.0,18.7,8.0,10.0,18.7,0.0
Sri Lanka,DB2015, ,56.82, ,83.01,9.0,11.0,20.7,9.0,11.0,20.7,0.0
Sri Lanka,DB2014, ,61.38, ,82.34,9.0,11.0,26.1,9.0,11.0,26.1,0.0
Sri Lanka,DB2013, ,60.86, ,82.27,9.0,11.0,26.6,9.0,11.0,26.6,0.0
Sri Lanka,DB2012, ,56.96, ,75.81,9.0,35.0,30.1,9.0,35.0,30.1,0.0
Sri Lanka,DB2011, ,55.88, ,74.58,9.0,38.0,33.9,9.0,38.0,33.9,0.0
Sri Lanka,DB2010, ,56.90, ,72.06,9.0,44.0,41.9,9.0,44.0,41.9,0.0
Sri Lanka,DB2009, , , ,71.43,9.0,44.0,47.0,9.0,44.0,47.0,0.0
Sri Lanka,DB2008, , , ,75.34,9.0,42.0,19.7,9.0,42.0,19.7,0.0
Sri Lanka,DB2007, , , ,71.34,9.0,46.0,43.7,9.0,46.0,43.7,0.0
Sri Lanka,DB2006, , , ,70.55,9.0,46.0,50.0,9.0,46.0,50.0,0.0
St Kitts and Nevis,DB2017,134,53.96,92,85.75,7.0,18.5,7.2,7.0,18.5,7.2,0.0
St Kitts and Nevis,DB2016,127,55.13,83,85.66,7.0,18.5,7.9,7.0,18.5,7.9,0.0
St Kitts and Nevis,DB2015, ,55.38, ,85.56,7.0,18.5,8.7,7.0,18.5,8.7,0.0
St Kitts and Nevis,DB2014, ,59.77, ,85.56,7.0,18.5,8.7,7.0,18.5,8.7,0.0
St Kitts and Nevis,DB2013, ,60.33, ,85.39,7.0,19.0,9.1,7.0,19.0,9.1,0.0
St Kitts and Nevis,DB2012, ,60.51, ,85.09,7.0,19.0,11.5,7.0,19.0,11.5,0.0
St Kitts and Nevis,DB2011, ,61.36, ,85.12,7.0,19.0,11.3,7.0,19.0,11.3,0.0
St Kitts and Nevis,DB2010, ,61.38, ,85.11,7.0,19.0,11.3,7.0,19.0,11.3,0.0
St Kitts and Nevis,DB2009, , , ,85.04,7.0,19.0,11.9,7.0,19.0,11.9,0.0
St Kitts and Nevis,DB2008, , , ,83.94,7.0,19.0,20.7,7.0,19.0,20.7,0.0
St Kitts and Nevis,DB2007, , , ,83.48,7.0,19.0,24.4,7.0,19.0,24.4,0.0
St Kitts and Nevis,DB2006, , , ,80.05,7.0,19.0,26.8,7.0,19.0,26.8,50.0
St Lucia,DB2017,86,63.13,66,88.80,5.0,11.0,21.4,5.0,11.0,21.4,0.0
St Lucia,DB2016,78,63.47,63,88.68,5.0,11.0,22.4,5.0,11.0,22.4,0.0
St Lucia,DB2015, ,63.15, ,88.62,5.0,11.0,22.9,5.0,11.0,22.9,0.0
St Lucia,DB2014, ,65.05, ,89.16,5.0,11.0,18.6,5.0,11.0,18.6,0.0
St Lucia,DB2013, ,65.28, ,89.26,5.0,11.0,17.8,5.0,11.0,17.8,0.0
St Lucia,DB2012, ,65.10, ,88.43,5.0,11.0,24.4,5.0,11.0,24.4,0.0
St Lucia,DB2011, ,65.02, ,87.76,5.0,14.0,23.8,5.0,14.0,23.8,0.0
St Lucia,DB2010, ,65.25, ,88.00,5.0,14.0,21.8,5.0,14.0,21.8,0.0
St Lucia,DB2009, , , ,84.93,6.0,20.0,22.6,6.0,20.0,22.6,0.0
St Lucia,DB2008, , , ,84.78,6.0,20.0,23.7,6.0,20.0,23.7,0.0
St Lucia,DB2007, , , ,84.50,6.0,20.0,25.9,6.0,20.0,25.9,0.0
St Lucia,DB2006, , , ,83.76,6.0,22.0,27.9,6.0,22.0,27.9,0.0
St Vincent and the Grenadines,DB2017,125,55.91,83,86.78,7.0,10.0,16.1,7.0,10.0,16.1,0.0
St Vincent and the Grenadines,DB2016,123,56.01,76,86.72,7.0,10.0,16.5,7.0,10.0,16.5,0.0
St Vincent and the Grenadines,DB2015, ,56.22, ,86.70,7.0,10.0,16.7,7.0,10.0,16.7,0.0
St Vincent and the Grenadines,DB2014, ,62.66, ,86.64,7.0,10.0,17.2,7.0,10.0,17.2,0.0
St Vincent and the Grenadines,DB2013, ,62.56, ,86.55,7.0,10.0,17.9,7.0,10.0,17.9,0.0
St Vincent and the Grenadines,DB2012, ,63.93, ,86.00,7.0,10.0,22.3,7.0,10.0,22.3,0.0
St Vincent and the Grenadines,DB2011, ,63.79, ,86.13,7.0,10.0,21.2,7.0,10.0,21.2,0.0
St Vincent and the Grenadines,DB2010, ,63.68, ,85.92,7.0,11.0,21.0,7.0,11.0,21.0,0.0
St Vincent and the Grenadines,DB2009, , , ,83.47,8.0,12.0,26.8,8.0,12.0,26.8,0.0
St Vincent and the Grenadines,DB2008, , , ,83.17,8.0,12.0,29.2,8.0,12.0,29.2,0.0
St Vincent and the Grenadines,DB2007, , , ,82.59,8.0,12.0,33.8,8.0,12.0,33.8,0.0
St Vincent and the Grenadines,DB2006, , , ,82.36,8.0,12.0,35.7,8.0,12.0,35.7,0.0
Sudan,DB2017,168,44.76,156,73.78,10.0,36.0,25.6,11.0,37.0,25.6,0.0
Sudan,DB2016,164,45.80,148,75.14,10.0,36.0,14.8,11.0,37.0,14.8,0.0
Sudan,DB2015, ,45.84, ,73.84,10.0,36.0,25.1,11.0,37.0,25.1,0.0
Sudan,DB2014, ,51.05, ,73.48,10.0,36.0,28.1,11.0,37.0,28.1,0.0
Sudan,DB2013, ,50.98, ,73.52,10.0,36.0,27.8,11.0,37.0,27.8,0.0
Sudan,DB2012, ,49.38, ,71.45,10.0,36.0,44.2,11.0,37.0,44.2,0.0
Sudan,DB2011, ,48.95, ,70.89,10.0,36.0,48.7,11.0,37.0,48.7,0.0
Sudan,DB2010, ,48.79, ,72.28,10.0,36.0,37.6,11.0,37.0,37.6,0.0
Sudan,DB2009, , , ,70.14,10.0,38.0,50.8,11.0,39.0,50.8,0.0
Sudan,DB2008, , , ,69.32,10.0,38.0,57.3,11.0,39.0,57.3,0.0
Sudan,DB2007, , , ,69.15,10.0,38.0,58.6,11.0,39.0,58.6,0.0
Sudan,DB2006, , , ,65.29,10.0,38.0,89.5,11.0,39.0,89.5,0.0
Suriname,DB2017,158,47.28,185,47.82,13.0,84.0,101.4,14.0,85.0,101.4,0.3
Suriname,DB2016,155,47.25,184,47.90,13.0,84.0,100.7,14.0,85.0,100.7,0.3
Suriname,DB2015, ,47.36, ,47.96,13.0,84.0,100.3,14.0,85.0,100.3,0.3
Suriname,DB2014, ,46.46, ,43.88,13.0,204.0,101.7,14.0,205.0,101.7,0.4
Suriname,DB2013, ,44.57, ,43.47,13.0,690.0,105.0,14.0,691.0,105.0,0.4
Suriname,DB2012, ,44.49, ,42.92,13.0,690.0,109.3,14.0,691.0,109.3,0.5
Suriname,DB2011, ,44.34, ,42.26,13.0,690.0,114.5,14.0,691.0,114.5,0.6
Suriname,DB2010, ,43.97, ,42.00,13.0,690.0,116.6,14.0,691.0,116.6,0.7
Suriname,DB2009, , , ,41.56,13.0,690.0,120.0,14.0,691.0,120.0,0.8
Suriname,DB2008, , , ,39.36,13.0,689.0,137.5,14.0,690.0,137.5,1.1
Suriname,DB2007, , , ,37.77,13.0,689.0,150.1,14.0,690.0,150.1,1.4
Suriname,DB2006, , , ,36.38,13.0,697.0,161.0,14.0,698.0,161.0,1.7
Swaziland,DB2017,111,58.34,154,74.32,12.0,30.0,16.6,12.0,30.0,16.6,0.3
Swaziland,DB2016,108,58.15,152,73.46,12.0,30.0,23.4,12.0,30.0,23.4,0.4
Swaziland,DB2015, ,58.30, ,73.47,12.0,30.0,23.3,12.0,30.0,23.3,0.4
Swaziland,DB2014, ,58.88, ,70.91,12.0,38.0,27.7,12.0,38.0,27.7,0.4
Swaziland,DB2013, ,58.39, ,66.85,12.0,56.0,24.1,12.0,56.0,24.1,0.4
Swaziland,DB2012, ,57.71, ,66.20,12.0,56.0,29.2,12.0,56.0,29.2,0.5
Swaziland,DB2011, ,57.34, ,65.72,12.0,56.0,33.0,12.0,56.0,33.0,0.5
Swaziland,DB2010, ,53.85, ,64.60,12.0,60.0,33.9,12.0,60.0,33.9,0.5
Swaziland,DB2009, , , ,64.45,12.0,60.0,35.1,12.0,60.0,35.1,0.6
Swaziland,DB2008, , , ,64.00,12.0,60.0,38.7,12.0,60.0,38.7,0.6
Swaziland,DB2007, , , ,63.69,12.0,60.0,41.1,12.0,60.0,41.1,0.6
Swaziland,DB2006, , , ,63.43,12.0,60.0,43.2,12.0,60.0,43.2,0.7
Sweden,DB2017,9,82.13,15,94.64,3.0,7.0,0.5,3.0,7.0,0.5,11.5
Sweden,DB2016,9,81.61,12,94.61,3.0,7.0,0.5,3.0,7.0,0.5,12.0
Sweden,DB2015, ,81.11, ,92.29,3.0,16.0,0.6,3.0,16.0,0.6,12.8
Sweden,DB2014, ,82.51, ,92.28,3.0,16.0,0.6,3.0,16.0,0.6,13.1
Sweden,DB2013, ,82.40, ,92.26,3.0,16.0,0.6,3.0,16.0,0.6,13.2
Sweden,DB2012, ,82.75, ,92.21,3.0,16.0,0.6,3.0,16.0,0.6,14.0
Sweden,DB2011, ,83.17, ,92.16,3.0,16.0,0.6,3.0,16.0,0.6,14.7
Sweden,DB2010, ,81.69, ,91.31,3.0,16.0,0.6,3.0,16.0,0.6,28.5
Sweden,DB2009, , , ,91.20,3.0,16.0,0.6,3.0,16.0,0.6,30.3
Sweden,DB2008, , , ,91.14,3.0,16.0,0.6,3.0,16.0,0.6,31.1
Sweden,DB2007, , , ,90.97,3.0,16.0,0.7,3.0,16.0,0.7,33.7
Sweden,DB2006, , , ,90.89,3.0,16.0,0.7,3.0,16.0,0.7,35.0
Switzerland,DB2017,31,76.06,71,88.39,6.0,10.0,2.3,6.0,10.0,2.3,25.3
Switzerland,DB2016,29,76.07,66,88.44,6.0,10.0,2.3,6.0,10.0,2.3,24.6
Switzerland,DB2015, ,76.04, ,88.38,6.0,10.0,2.3,6.0,10.0,2.3,25.4
Switzerland,DB2014, ,75.57, ,86.36,6.0,18.0,2.3,6.0,18.0,2.3,25.6
Switzerland,DB2013, ,75.58, ,86.32,6.0,18.0,2.3,6.0,18.0,2.3,26.3
Switzerland,DB2012, ,75.39, ,86.27,6.0,18.0,2.4,6.0,18.0,2.4,26.9
Switzerland,DB2011, ,75.31, ,86.26,6.0,18.0,2.4,6.0,18.0,2.4,27.2
Switzerland,DB2010, ,75.26, ,86.31,6.0,18.0,2.3,6.0,18.0,2.3,26.4
Switzerland,DB2009, , , ,86.23,6.0,18.0,2.4,6.0,18.0,2.4,27.6
Switzerland,DB2008, , , ,87.08,6.0,18.0,2.4,6.0,18.0,2.4,13.9
Switzerland,DB2007, , , ,86.99,6.0,18.0,2.5,6.0,18.0,2.5,15.1
Switzerland,DB2006, , , ,86.14,6.0,18.0,9.0,6.0,18.0,9.0,15.7
Syrian Arab Republic,DB2017,173,41.43,136,78.93,7.0,15.0,8.9,8.0,16.0,8.9,106.0
Syrian Arab Republic,DB2016,172,42.85,128,78.91,7.0,13.0,8.5,8.0,14.0,8.5,115.2
Syrian Arab Republic,DB2015, ,41.53, ,68.37,7.0,13.0,14.4,8.0,14.0,14.4,272.1
Syrian Arab Republic,DB2014, ,46.41, ,71.76,7.0,13.0,12.5,8.0,14.0,12.5,221.6
Syrian Arab Republic,DB2013, ,51.61, ,66.06,7.0,13.0,15.6,8.0,14.0,15.6,306.5
Syrian Arab Republic,DB2012, ,51.43, ,65.08,7.0,13.0,17.1,8.0,14.0,17.1,319.3
Syrian Arab Republic,DB2011, ,50.64, ,60.22,7.0,13.0,38.1,8.0,14.0,38.1,355.1
Syrian Arab Republic,DB2010, ,50.48, ,58.20,7.0,15.0,27.8,8.0,16.0,27.8,1012.5
Syrian Arab Republic,DB2009, , , ,57.68,8.0,16.0,18.2,9.0,17.0,18.2,4353.8
Syrian Arab Republic,DB2008, , , ,38.85,13.0,43.0,55.7,14.0,44.0,55.7,3673.3
